iter	MultiClass
152	0.8831419781
153	0.8824053105
154	0.8812506548
155	0.8804209532
156	0.879570925
157	0.8786352896
158	0.8782475542
159	0.8770213414
160	0.8764333563
161	0.8757361644
162	0.8754896686
163	0.8750569117
164	0.8745112256
165	0.8737570796
166	0.8733442172
167	0.8726306776
168	0.8722308423
169	0.871399298
170	0.8708610653
171	0.870221666
172	0.8699894312
173	0.8695267281
174	0.8691597401
175	0.8686084453
176	0.8680095556
177	0.8674514335
178	0.8668122867
179	0.8662881025
180	0.8657470535
181	0.8652696474
182	0.8648930148
183	0.8645948733
184	0.8642302802
185	0.8638694393
186	0.8635461619
187	0.8632513622
188	0.8628783345
189	0.8626330125
190	0.8622386891
191	0.8615040757
192	0.8612170432
193	0.860721662
194	0.8601976873
195	0.8595827614
196	0.859213832
197	0.8587096448
198	0.8583378209
199	0.8577355746
200	0.8570133614
201	0.856616361
202	0.8562520966
203	0.8558599881
204	0.8550561929
205	0.8546869188
206	0.8541525512
207	0.8537507714
208	0.853333091
209	0.8531140282
210	0.8526215512
211	0.852333502
212	0.8517797905
213	0.8515896411
214	0.8512281478
215	0.8509051118
216	0.8502935411
217	0.8499079744
218	0.8495603327
219	0.8491442033
220	0.8487730646
221	0.8484468057
222	0.8481910668
223	0.8477778139
224	0.8470669826
225	0.8469564976
226	0.8468397943
227	0.846653907
228	0.8463789101
229	0.8461806805
230	0.8457971669
231	0.8455041873
232	0.8450896827
233	0.8446406978
234	0.8444821314
235	0.8438407455
236	0.8433605892
237	0.8429624742
238	0.8425908015
239	0.8422256142
240	0.8420057741
241	0.8413393127
242	0.8411181597
243	0.8404413658
244	0.8397600606
245	0.8395372935
246	0.8392119558
247	0.8387375711
248	0.8382168467
249	0.8380201973
250	0.8376408504
251	0.8373363932
252	0.8370198703
253	0.8366562359
254	0.8362508333
255	0.8360193898
256	0.835614641
257	0.8352150387
258	0.8347918218
259	0.8340238303
260	0.8338598274
261	0.8336738229
262	0.8334698691
263	0.8331756469
264	0.8328698691
265	0.8327129685
266	0.8323302995
267	0.8321178079
268	0.8318910054
269	0.8317466738
270	0.8313550269
271	0.8310893767
272	0.8309154613
273	0.8306139186
274	0.8303201487
275	0.8301235587
276	0.8295907071
277	0.8289467447
278	0.8285071552
279	0.8282194513
280	0.8279600084
281	0.8277092516
282	0.8275246558
283	0.8273242828
284	0.8271601622
285	0.8267943046
286	0.8266934135
287	0.8263709461
288	0.8261899184
289	0.8256394545
290	0.8255475078
291	0.8253150446
292	0.8249872767
293	0.8245534537
294	0.8243419621
295	0.8237964092
296	0.8236019162
297	0.8233497723
298	0.823200496
299	0.8229999167
300	0.8226438218
301	0.822562819
302	0.8223870145
303	0.8222815934
304	0.822123727
305	0.8217334004
306	0.8214413392
307	0.8211299224
308	0.8204019693
309	0.8201360869
310	0.8199224605
311	0.8197713969
312	0.819365003
313	0.8192041151
314	0.8190797344
315	0.8187559984
316	0.8184847283
317	0.8180994132
318	0.817964134
319	0.8177872132
320	0.8176382808
321	0.8174810446
322	0.8172459626
323	0.8169970991
324	0.8168128265
325	0.8165617767
326	0.8162101306
327	0.8159316507
328	0.8157902067
329	0.815604528
330	0.8154071508
331	0.8150812677
332	0.8146603518
333	0.8143517346
334	0.8140818355
335	0.8137875113
336	0.8136568884
337	0.8134607689
338	0.813065565
339	0.8128869211
340	0.8126823485
341	0.8124977851
342	0.8124065031
343	0.8121694476
344	0.8120187203
345	0.8117593463
346	0.8116155537
347	0.8114291105
348	0.8111962997
349	0.8110796805
350	0.8108672508
351	0.8104832088
352	0.8098633002
353	0.8096858605
354	0.8095481565
355	0.8093801258
356	0.809170061
357	0.8089558374
358	0.8087453387
359	0.8085629029
360	0.8083320879
361	0.8077437593
362	0.8075024803
363	0.8071894862
364	0.8069399087
365	0.8067831572
366	0.8066369107
367	0.8064317386
368	0.8062747348
369	0.8061093335
370	0.8059492041
371	0.8058147847
372	0.8055269529
373	0.8051597308
374	0.8048248345
375	0.8047181798
376	0.8045735782
377	0.804503341
378	0.8043147429
379	0.8042145405
380	0.8041167297
381	0.8038830587
382	0.8037530804
383	0.8035925577
384	0.8034170334
385	0.8028979884
386	0.8027891078
387	0.8026090482
388	0.8024826724
389	0.8021900452
390	0.8019205383
391	0.801816875
392	0.8016851525
393	0.801580008
394	0.8013935371
395	0.8011029636
396	0.8009399425
397	0.8007109934
398	0.800551931
399	0.8004013493
400	0.8002221804
401	0.7999191967
402	0.7997467609
403	0.799560536
404	0.799485625
405	0.7992443271
406	0.7991113835
